BIN,Address,Borough,Legal Owner (MapPLUTO),Complaints (12mo),Complaints (3yr),Loss of Service % (30d),Risk Level,AI Headline
2120058,2724 HEATH AVENUE,Bronx,2724 HEATH AVE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017565,2725 CRESTON AVENUE,Bronx,T.P. HON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015274,2727 UNIVERSITY AVENUE,Bronx,EMERALD 2727 UNIVERSE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017489,2733 MORRIS AVENUE,Bronx,2733 MORRIS HOUSING DEVELOPMENT FUND CO. INC.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2130567,2736 CRESTON AVENUE,Bronx,2736 CRESTON AVENUE HOUSING DEVELOPMENT  FUND CORPO,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129724,2741 CRESTON AVENUE,Bronx,2741 CRESTON LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015257,2745 RESERVOIR AVENUE,Bronx,PATOBA REALTY LLC.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017431,2751 GRAND CONCOURSE,Bronx,CONCOURSE HOUSE HDFC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015342,2751 UNIVERSITY AVENUE,Bronx,"2751 UNIVERSITY AVE., LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015316,2754 CLAFLIN AVENUE,Bronx,NIKGJONAJ RLTY CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129723,2754 CRESTON AVENUE,Bronx,2754 REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017495,2755 MORRIS AVENUE,Bronx,SIMLEKA REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015368,2757 CLAFLIN AVENUE,Bronx,"CLAFLIN APARTMENTS,",0,0,0.00%,Nominal,No recent complaint activity recorded.
2017498,2760 JEROME AVENUE,Bronx,NSEA LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015521,2762 KINGSBRIDGE TERRACE,Bronx,2762 KINGSBRIDGE TERRACE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017499,2776 JEROME AVENUE,Bronx,JJL REALTY CORP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2124490,2776 MORRIS AVENUE,Bronx,"2776, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015300,2780 UNIVERSITY AVENUE,Bronx,2780 UNI AVENUE OWNER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015334,2785 UNIVERSITY AVENUE,Bronx,2785 UNIVERSITY OWNERS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017500,2786 JEROME AVENUE,Bronx,FLORIM REALTY CORPORATIO,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015333,2791 UNIVERSITY AVENUE,Bronx,2791 REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017457,2800 CRESTON AVENUE,Bronx,2800 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015688,2800 HEATH AVENUE,Bronx,HEATH REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017501,2800 PARKVIEW TERRACE,Bronx,CIN SIMA REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017465,2805 GRAND CONCOURSE,Bronx,2805 HOLDING LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015864,2805 HEATH AVENUE,Bronx,THE 2805 ASSOCIATES L.P.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2128677,2808 JEROME AVENUE,Bronx,TRUE COLORS BRONX HOUSING DEVELOPMENT FU ND CORP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017533,2810 MORRIS AVENUE,Bronx,2810 MORRIS AVE CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2092482,2811 EXTERIOR STREET,Bronx,NYC HOUSING AUTHORITY,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015881,2811 HEATH AVENUE,Bronx,281 I HEATH LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017503,2816 PARK VIEW TERRACE,Bronx,"FSL REALTY HOUSING DEVELOPMENT FUND CO.,  INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015866,2820 BAILEY AVENUE,Bronx,RUCON PROPERTIES LLC C/O MILBROOK,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017536,2820 MORRIS AVENUE,Bronx,MORRIS AVE. EQUITIESCP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015435,2824 UNIVERSITY AVENUE,Bronx,"SY REALTY,",0,0,0.00%,Nominal,No recent complaint activity recorded.
2017463,2825 GRAND CONCOURSE,Bronx,2825 GC LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017537,2830 MORRIS AVENUE,Bronx,BUJAR REALTY CORP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015396,2830 SEDGWICK AVENUE,Bronx,2830 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2092481,2831 EXTERIOR STREET,Bronx,NYC HOUSING AUTHORITY,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015692,2834 HEATH AVENUE,Bronx,QTL REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015403,2835 WEBB AVENUE,Bronx,DENN OWNERS CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017462,2843 GRAND CONCOURSE,Bronx,YUE WAH REALTY INC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015430,2845 UNIVERSITY AVENUE,Bronx,2845 ASSOCIATES LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015428,2855 UNIVERSITY AVENUE,Bronx,UJKIC REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015418,2856 WEBB AVENUE,Bronx,2856 WEBB AVENUE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015884,2860 BAILEY AVENUE,Bronx,PARKWAY APARTMENTS OWNERS CORP HSC MANAG EMENT CORPORATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2100931,2861 EXTERIOR STREET,Bronx,NYC HOUSING AUTHORITY,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015735,2865 KINGSBRIDGE TERRACE,Bronx,KINGSBRIDGE ARMS INC.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015427,2865 UNIVERSITY AVENUE,Bronx,"RESERVOIR ASSOCIATES,",0,0,0.00%,Nominal,No recent complaint activity recorded.
2086832,2874 SEDGWICK AVENUE,Bronx,R C CH OUR LADY OF AN,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015580,2875 SEDGWICK AVENUE,Bronx,2875 SEDGWICK OWNERS CORP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017589,2876 JEROME AVENUE,Bronx,2876 JEROME AVENUE REALTY CORP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017603,2877 GRAND CONCOURSE,Bronx,2877 NY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015088,288 WEST FORDHAM ROAD,Bronx,HAMPDEN REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2131059,2880 JEROME AVENUE,Bronx,UNAVAILABLE OWNER,0,0,0.00%,Nominal,No recent complaint activity recorded.
2103864,2880 KINGSBRIDGE TERRACE,Bronx,NYC DEPARTMENT OF EDUCATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015890,2886 BAILEY AVENUE,Bronx,GEORGE MAGOS,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017617,2925 GRAND CONCOURSE,Bronx,2925 LOGAN CARTER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2099991,2928 JEROME AVENUE,Bronx,MH JEROME LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017616,2933 GRAND CONCOURSE,Bronx,2933 JACKSON COOPER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017615,2939 GRAND CONCOURSE,Bronx,AQUA 2939 GC LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017620,2940 GRAND CONCOURSE,Bronx,AIRLU REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017191,2950 GRAND CONCOURSE,Bronx,PCMH 2950 GRAND CONCOURSE HOUSING DEVELO PMENT,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017192,2960 GRAND CONCOURSE,Bronx,"PJA BUILDING, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2017207,2965 VALENTINE AVENUE,Bronx,ER-LOOM REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2092433,3 FORDHAM HILL OVAL,Bronx,FORDHAM HILL OVAL,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014417,30 WEST  190 STREET,Bronx,KF GRAND WEST 190 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014171,30 WEST 181 STREET,Bronx,2151 DAVIDSON ASSOCIATES LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014457,30 WEST KINGSBRIDGE ROAD,Bronx,26 X LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2112731,300 EAST 175 STREET,Bronx,"THE PROMESA FOUNDATION, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2109471,300 WEST KINGSBRIDGE ROAD,Bronx,UNAVAILABLE OWNER,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017225,3001 VALENTINE AVENUE,Bronx,3001 VALENTINE AVENUE OWNER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015742,3009 KINGSBRIDGE TERRACE,Bronx,3009 REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017232,3010 GRAND CONCOURSE,Bronx,PARC GRAND LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017234,3013 VALENTINE AVENUE,Bronx,3013 VALENTINE AVENUE OWNER LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015738,3034 ALBANY CRESCENT,Bronx,3034 TYH RM BRONX LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015920,3036 BAILEY AVENUE,Bronx,3036 REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017312,3045 GRAND CONCOURSE,Bronx,3045 GC LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017641,3053 VILLA AVENUE,Bronx,EURO-TECH DEVELOPERS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2130443,3054 VILLA AVENUE,Bronx,VILLA BEDFORD HOUSING DEVELOPMENT FUND C ORPORATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2094743,3055 VALENTINE AVENUE,Bronx,3055 VALENTINE AVE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015566,3065 SEDGWICK AVENUE,Bronx,3065 SEDGEWICK AVE OWNERS CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017637,3081 VILLA AVENUE,Bronx,VILLA ASSOCIATES LIMITED PARTNERSHIP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015763,3100 HEATH AVENUE,Bronx,"3100 HEATH AVENUE REALTY, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015788,3101 KINGSBRIDGE TERRACE,Bronx,NYC DEPARTMENT OF PARKS AND RECREATION,0,0,0.00%,Nominal,No recent complaint activity recorded.
2130725,3103 SEDGWICK AVENUE,Bronx,RESERVOIR RESIDENCES LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015588,3110 KINGSBRIDGE TERRACE,Bronx,"RESERVOIR ASSOCIATES,",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015930,3111 HEATH AVENUE,Bronx,3111 HEATH LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015613,3115 SEDGEWICK AVENUE,Bronx,"HP CSP GF1 HOUSING DEVELOPMENT FUND COMP ANY, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2016156,3119 BAILEY AVENUE,Bronx,3119 BAILEY AVE OWNRS INC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129659,3122 BAILEY AVENUE,Bronx,3130 BAILEY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2016155,3123 BAILEY AVENUE,Bronx,3123 BAILEY AVE OWNERS INC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2129004,3160 ALBANY CRESCENT,Bronx,3160 LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008228,35 EAST 176 STREET,Bronx,916 HOLDING CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008427,38 FEATHERBED LANE,Bronx,BLEV REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008264,385 WALTON AVENUE,Bronx,"MOUNT HOPE RENAISSANCE HDFC, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2092434,4 FORDHAM HILL OVAL,Bronx,FORDHAM HILL OVAL,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014456,40 WEST KINGSBRIDGE ROAD,Bronx,"RIVERDALE EQUITIES,LTD.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2008454,44 WEST 175 STREET,Bronx,"MORRIS HEIGHTS HOUSING DEVELOPMENT FUND  COMPANY, I",0,0,0.00%,Nominal,No recent complaint activity recorded.
2008595,45 WEST TREMONT AVENUE,Bronx,RECLAIM ROUND II HOUSING DEVELOPMENT FUN D CORPORAT,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008432,47 FEATHERBED LANE,Bronx,"47 FEATHERCO, L.L.C.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2008467,47 WEST 175 STREET,Bronx,"MORRIS HEIGHTS HOUSING DEVELOPMENT FUND  COMPANY, I",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014223,5 BUCHANAN PLACE,Bronx,JJA HOLDING CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017497,5 EAST 196 STREET,Bronx,5 REALTY HOLDINGS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2017596,5 MINERVA PLACE,Bronx,"MINERVA PLACE REALTY, LLC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2017478,50 EAST  196 STREET,Bronx,50 EAST 196 ST LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013921,50 EAST 190 STREET,Bronx,2494 MORRIS AVENUE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014565,50 NORTH STREET,Bronx,"2305 GRANDCO, L.L.C.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2014533,51 BUCHANAN PLACE,Bronx,51 BUCHANAN ASSOCIATES LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2128940,53 EAST 177 STREET,Bronx,53 EAST 177 HOLDINGS LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008426,54 FEATHERBED LANE,Bronx,"54 FEATHERCO, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2115885,55 EAST 175 STREET,Bronx,MOUNT HOPE COMMUNITY,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014566,55 EVELYN PLACE,Bronx,PEMTO REALTY CORP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2007903,55 MOUNT HOPE PLACE,Bronx,RACHAEL RENA REALTY CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008458,55 WEST  174 STREET,Bronx,"ALVAREZ, CELESTE",0,0,0.00%,Nominal,No recent complaint activity recorded.
2008469,57 WEST 175 STREET,Bronx,MACOMB VILLAGE ASSOC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2092439,6 FORDHAM HILL OVAL,Bronx,FORDHAM HILL OVAL,0,0,0.00%,Nominal,No recent complaint activity recorded.
2007905,60 EAST  177 STREET,Bronx,RECH REALTY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008383,64 WEST TREMONT AVENUE,Bronx,62-66 WEST TREMONT HOUSING DEVELOPMENT F UND CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013968,65 EAST 181 STREET,Bronx,ASAMBLEA DE IGLESIAS CRISTIANAS INCASSEM BLY OF CHRISTIAN CHURCHES INC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2013930,65 EAST 190 STREET,Bronx,"VUKSAN REALTY,",0,0,0.00%,Nominal,No recent complaint activity recorded.
2013945,65 EAST 193 STREET,Bronx,LSB HULL ASSOCIATES,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008805,65 FEATHERBED LANE,Bronx,ARISTA UAC PROPERTIES LP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2128694,66 EAST TREMONT AVENUE,Bronx,"SK VENTURES 66, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2114829,69 WEST BURNSIDE AVENUE,Bronx,"MORRIS HEIGHTS HEALTH CENTER, INC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2008596,69 WEST TREMONT AVENUE,Bronx,RECLAIM ROUND II HOUSING DEVELOPMENT FUN D CORPORAT,0,0,0.00%,Nominal,No recent complaint activity recorded.
2092437,7 FORDHAM HILL OVAL,Bronx,FORDHAM HILL OVAL,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014153,7 WEST BURNSIDE AVENUE,Bronx,7 W BURNSIDE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2014484,74 CLINTON PLACE,Bronx,74 CLINTON PLACE LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008802,74 WEST 174 STREET,Bronx,ARISTA UAC PROPERTIES LP,0,0,0.28%,Nominal,No recent complaint activity recorded.
2124607,74 WEST TREMONT AVENUE,Bronx,"JUSTIN FROM THREE, LLC",0,0,0.00%,Nominal,No recent complaint activity recorded.
2013953,80 EAST 181 STREET,Bronx,WEINSTOCK FAMILY LLC,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008697,80 FEATHERBED LANE,Bronx,"LONGWOOD HOUSING DEVELOPMENT FUND COMPAN Y, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2015315,85 STRONG STREET,Bronx,STRONG ASSOCIATES,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015301,86 STRONG STREET,Bronx,SHQYPE REALTY CORP.,0,0,0.00%,Nominal,No recent complaint activity recorded.
2015313,88 WEST 197 STREET,Bronx,"OZROCK REALTY, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
2114451,89 WEST TREMONT AVENUE,Bronx,JERICHO-WEST TREMONT HOUSING DEVELOPMENT  FUND CORP,0,0,0.00%,Nominal,No recent complaint activity recorded.
2128716,92 WEST TREMONT AVENUE,Bronx,WEST TREMONT HOUSING DEVEL FUND CO,0,0,0.00%,Nominal,No recent complaint activity recorded.
2008831,94 BRANDT PLACE,Bronx,"BEULAH XV PORTFOLIO HDFC, INC.",0,0,0.00%,Nominal,No recent complaint activity recorded.
